species_original_name,msw05_order,msw05_family,adultbodymass_g,gestationlen_d,littersize,homerange_km2,maxlongevity_m,populationdensity_n_km2,weaningage_d,trophiclevel,gr_midrangelat_dd,gr_midrangelong_dd,species_matched_name,open_tree_id,is_synonym
Chaerephon tomensis,Chiroptera,Molossidae,7.48,,,,,,,,0.22,6.61,Chaerephon tomensis,3613940,False
Chaeropus ecaudatus,Peramelemorphia,Chaeropodidae,219.51,,1.41,,,,,2.0,,,Chaeropus ecaudatus,365069,False
Chaetocauda sichuanensis,Rodentia,Gliridae,31.51,,,,,,,,32.33,104.23,Chaetocauda sichuanensis,3608168,False
Chaetodipus arenarius,Rodentia,Heteromyidae,23.0,,2.91,,,,,,27.83,-113.1,Chaetodipus arenarius,632596,False
Chaetodipus artus,Rodentia,Heteromyidae,,,,,,,,1.0,25.22,-107.57,Chaetodipus artus,764434,False
Chaetodipus baileyi,Rodentia,Heteromyidae,28.44,,3.68,,,3548.51,,2.0,29.96,-111.71,Chaetodipus baileyi,764435,False
Chaetodipus californicus,Rodentia,Heteromyidae,23.01,25.16,4.0,,,,23.0,,34.78,-118.8,Chaetodipus californicus,764439,False
Chaetodipus dalquesti,Rodentia,Heteromyidae,,,,,,,,,23.47,-110.32,Chaetodipus dalquesti,330042,False
Chaetodipus eremicus,Rodentia,Heteromyidae,,,,,,,,,27.59,-104.13,Chaetodipus eremicus,764440,False
Chaetodipus fallax,Rodentia,Heteromyidae,19.19,25.0,3.45,0.002300009,99.6,502.5,,1.0,31.14,-115.84,Chaetodipus fallax,190181,False
Chaetodipus formosus,Rodentia,Heteromyidae,20.02,28.0,5.28,,60.0,,21.0,,34.22,-115.84,Chaetodipus formosus,1004150,False
Chaetodipus goldmani,Rodentia,Heteromyidae,,,,,,,,,28.04,-109.35,Chaetodipus goldmani,190180,False
Chaetodipus hispidus,Rodentia,Heteromyidae,37.24,,5.34,,,,30.18,1.0,33.2,-102.34,Chaetodipus hispidus,427276,False
Chaetodipus intermedius,Rodentia,Heteromyidae,14.94,,5.53,,,425.17,,,32.22,-108.97,Chaetodipus intermedius,374303,False
Chaetodipus lineatus,Rodentia,Heteromyidae,23.0,,,,,,,1.0,22.75,-101.11,Chaetodipus lineatus,3609615,False
Chaetodipus nelsoni,Rodentia,Heteromyidae,15.53,30.63,3.46,0.002835545,,473.46,,2.0,26.77,-102.64,Chaetodipus nelsoni,190185,False
Chaetodipus penicillatus,Rodentia,Heteromyidae,15.57,26.0,3.4,0.005027576,,172.99,,,32.09,-113.23,Chaetodipus penicillatus,1004164,False
Chaetodipus pernix,Rodentia,Heteromyidae,17.0,,,,,,,1.0,25.58,-107.76,Chaetodipus pernix,1004162,False
Chaetodipus rudinoris,Rodentia,Heteromyidae,,,,,,,,,28.37,-113.23,Chaetodipus rudinoris,320777,False
Chaetodipus spinatus,Rodentia,Heteromyidae,16.34,,3.5,,,,,,29.1,-113.07,Chaetodipus spinatus,190184,False
Cricetulus barabensis,Rodentia,Cricetidae,,,6.06,,,,20.0,,42.81,104.79,Cricetulus barabensis,514916,False
Cricetulus kamensis,Rodentia,Cricetidae,,,,,,,,,39.5,101.27,Cricetulus kamensis,3608519,False
Cricetulus longicaudatus,Rodentia,Cricetidae,,,5.71,,,,,,43.71,105.69,Cricetulus longicaudatus,391640,False
Cricetulus migratorius,Rodentia,Cricetidae,30.59,12.0,5.2,,,221.44,24.5,,42.51,68.25,Cricetulus migratorius,159169,False
Cricetulus sokolovi,Rodentia,Cricetidae,,,,,,,,,43.97,111.04,Cricetulus sokolovi,753018,False
Cricetus cricetus,Rodentia,Cricetidae,428.95,19.5,7.14,,48.0,,24.85,,51.6,48.95,Cricetus cricetus,391625,False
Crocidura aleksandrisi,Soricomorpha,Soricidae,,,,,,,,,30.99,22.3,Crocidura aleksandrisi,563465,False
Crocidura allex,Soricomorpha,Soricidae,,,3.99,,,,,,-1.82,36.44,Crocidura allex,3614569,False
Crocidura andamanensis,Soricomorpha,Soricidae,,,,,,,,,12.52,92.81,Crocidura andamanensis,3614552,False
Crocidura ansellorum,Soricomorpha,Soricidae,,,,,,,,,-11.75,24.81,Crocidura ansellorum,3614580,False
Crocidura arabica,Soricomorpha,Soricidae,,,,,,,,,19.48,51.83,Crocidura arabica,3614524,False
Crocidura arispa,Soricomorpha,Soricidae,,,,,,,,,37.27,31.77,Crocidura arispa,3614576,False
Crocidura armenica,Soricomorpha,Soricidae,,,,,,,,,40.3,45.1,Crocidura armenica,3614494,False
Crocidura attenuata,Soricomorpha,Soricidae,,,0.99,,,,,,10.43,102.84,Crocidura attenuata,974852,False
Crocidura attila,Soricomorpha,Soricidae,,,,,,,,,3.63,12.94,Crocidura attila,3614572,False
Crocidura baileyi,Soricomorpha,Soricidae,,,,,,,,,11.32,38.46,Crocidura baileyi,502045,False
Crocidura baluensis,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura baluensis,3614522,False
Crocidura batesi,Soricomorpha,Soricidae,16.49,,,,,,,,1.69,12.39,Crocidura batesi,457196,False
Crocidura beatus,Soricomorpha,Soricidae,10.55,,,,,,,,8.68,124.24,Crocidura beatus,735985,False
Crocidura beccarii,Soricomorpha,Soricidae,,,,,,,,,0.15,100.2,Crocidura beccarii,486938,False
Crocidura bottegi,Soricomorpha,Soricidae,3.49,,2.99,,,,,,6.19,13.04,Crocidura bottegi,457194,False
Crocidura bottegoides,Soricomorpha,Soricidae,,,,,,,,,7.23,39.55,Crocidura bottegoides,3614496,False
Crocidura brunnea,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura brunnea,486941,False
Crocidura buettikoferi,Soricomorpha,Soricidae,,,2.99,,,,,,8.23,-3.43,Crocidura buettikoferi,457192,False
Crocidura caliginea,Soricomorpha,Soricidae,,,,,,,,,1.63,26.35,Crocidura caliginea,3614525,False
Crocidura canariensis,Soricomorpha,Soricidae,7.5,,,,,,,,28.67,-13.96,Crocidura canariensis,3285,False
Crocidura caspica,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura caspica,578624,False
Crocidura cinderella,Soricomorpha,Soricidae,,,,,,,,,15.12,-5.75,Crocidura cinderella,3614574,False
Crocidura congobelgica,Soricomorpha,Soricidae,,,,,,,,,0.79,29.16,Crocidura congobelgica,3614565,False
Crocidura crenata,Soricomorpha,Soricidae,,,,,,,,,2.75,12.03,Crocidura crenata,1076527,False
Crocidura crossei,Soricomorpha,Soricidae,8.0,,3.0,,,,,,6.61,-1.67,Crocidura crossei,906771,False
Crocidura cyanea,Soricomorpha,Soricidae,8.58,,3.59,,,,,2.0,-23.48,23.26,Crocidura cyanea,906767,False
Crocidura denti,Soricomorpha,Soricidae,,,,,,,,,1.45,13.84,Crocidura denti,507588,False
Crocidura desperata,Soricomorpha,Soricidae,,,,,,,,,-8.89,34.68,Crocidura desperata,3614575,False
Crocidura dhofarensis,Soricomorpha,Soricidae,,,,,,,,,17.04,54.16,Crocidura dhofarensis,3614512,False
Crocidura dolichura,Soricomorpha,Soricidae,5.63,,,,,,,,1.71,17.09,Crocidura dolichura,1076528,False
Crocidura douceti,Soricomorpha,Soricidae,4.3,,,,,,,,8.28,-0.8,Crocidura douceti,507586,False
Crocidura dsinezumi,Soricomorpha,Soricidae,,,4.29,,,,,,33.71,132.93,Crocidura dsinezumi,992415,False
Crocidura eisentrauti,Soricomorpha,Soricidae,,,1.99,,,,,,4.23,9.16,Crocidura eisentrauti,3614564,False
Crocidura elgonius,Soricomorpha,Soricidae,6.5,,,,,,,,-1.86,36.51,Crocidura elgonius,3614582,False
Crocidura elongata,Soricomorpha,Soricidae,,,,,,,,,-0.46,122.42,Crocidura elongata,486930,False
Crocidura erica,Soricomorpha,Soricidae,,,,,,,,,-11.13,15.55,Crocidura erica,3614581,False
Crocidura fischeri,Soricomorpha,Soricidae,,,,,,,,,-2.64,36.83,Crocidura fischeri,3614529,False
Crocidura flavescens,Soricomorpha,Soricidae,31.22,25.0,3.37,,,,,3.0,-30.94,25.23,Crocidura flavescens,507592,False
Crocidura floweri,Soricomorpha,Soricidae,,,,,,,,,27.56,30.55,Crocidura floweri,3614530,False
Crocidura foetida,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura foetida,486932,False
Crocidura foxi,Soricomorpha,Soricidae,21.0,,1.99,,,,,,9.83,9.02,Crocidura foxi,1084087,False
Crocidura fuliginosa,Soricomorpha,Soricidae,12.0,,1.73,,,,,,14.58,104.87,Crocidura fuliginosa,1063186,False
Crocidura fulvastra,Soricomorpha,Soricidae,10.0,,,,,,,,9.41,12.61,Crocidura fulvastra,41804,False
Crocidura fumosa,Soricomorpha,Soricidae,14.49,,3.74,,,,,,0.5,36.3,Crocidura fumosa,3614561,False
Crocidura fuscomurina,Soricomorpha,Soricidae,5.6,,3.0,,,135.52,17.29,2.0,-9.13,12.87,Crocidura fuscomurina,507590,False
Crocidura glassi,Soricomorpha,Soricidae,,,,,,,,,8.12,40.54,Crocidura glassi,977664,False
Crocidura gmelini,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura gmelini,3614504,False
Crocidura goliath,Soricomorpha,Soricidae,87.92,,,,,,,,1.85,14.49,Crocidura goliath,499996,False
Crocidura gracilipes,Soricomorpha,Soricidae,6.69,,2.99,,,,,,-3.06,37.35,Crocidura gracilipes,3614566,False
Crocidura grandiceps,Soricomorpha,Soricidae,23.0,,,,,,,,6.95,-0.61,Crocidura grandiceps,816849,False
Crocidura grandis,Soricomorpha,Soricidae,,,,,,,,,8.21,123.63,Crocidura grandis,3614519,False
Crocidura grassei,Soricomorpha,Soricidae,,,,,,,,,2.19,14.71,Crocidura grassei,499998,False
Crocidura grayi,Soricomorpha,Soricidae,10.7,,,,,,,3.0,15.42,122.08,Crocidura grayi,225602,False
Crocidura greenwoodi,Soricomorpha,Soricidae,,,,,,,,,2.24,44.28,Crocidura greenwoodi,3614547,False
Crocidura harenna,Soricomorpha,Soricidae,,,,,,,,,6.71,39.73,Crocidura harenna,3614500,False
Crocidura hildegardeae,Soricomorpha,Soricidae,10.28,,,,,347.22,,,0.16,26.8,Crocidura hildegardeae,1076522,False
Crocidura hilliana,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura hilliana,3614550,False
Crocidura hirta,Soricomorpha,Soricidae,15.8,18.0,3.89,,,44.12,17.74,2.0,-14.91,29.71,Crocidura hirta,507580,False
Crocidura hispida,Soricomorpha,Soricidae,,,,,,,,,12.61,92.84,Crocidura hispida,3614505,False
Crocidura orii,Soricomorpha,Soricidae,,,,,,,,,28.08,129.3,Crocidura orii,690675,False
Crocidura palawanensis,Soricomorpha,Soricidae,,,,,,,,,9.87,118.44,Crocidura palawanensis,349631,False
Crocidura paradoxura,Soricomorpha,Soricidae,,,,,,,,,-0.8,100.85,Crocidura paradoxura,1063188,False
Crocidura parvipes,Soricomorpha,Soricidae,,,,,,,,,-3.62,25.14,Crocidura parvipes,258574,False
Crocidura pasha,Soricomorpha,Soricidae,6.5,,,,,,,,18.39,31.73,Crocidura pasha,3614508,False
Crocidura pergrisea,Soricomorpha,Soricidae,,,,,,,,,36.7,73.36,Crocidura pergrisea,3614516,False
Crocidura phaeura,Soricomorpha,Soricidae,,,,,,,,,6.75,38.47,Crocidura phaeura,3614495,False
Crocidura picea,Soricomorpha,Soricidae,,,,,,,,,6.25,9.52,Crocidura picea,3614518,False
Crocidura pitmani,Soricomorpha,Soricidae,,,,,,,,,-12.91,30.68,Crocidura pitmani,3614548,False
Crocidura planiceps,Soricomorpha,Soricidae,2.5,,3.0,,,,,,5.18,22.7,Crocidura planiceps,3614539,False
Crocidura poensis,Soricomorpha,Soricidae,17.05,,2.44,,,,,,3.06,1.41,Crocidura poensis,1084093,False
Crocidura polia,Soricomorpha,Soricidae,,,,,,,,,2.42,27.3,Crocidura polia,3614526,False
Crocidura pullata,Soricomorpha,Soricidae,,,,,,,,,34.44,73.33,Crocidura pullata,3614563,False
Crocidura raineyi,Soricomorpha,Soricidae,14.49,,,,,,,,0.95,37.41,Crocidura raineyi,3614503,False
Crocidura ramona,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura ramona,225587,False
Crocidura rapax,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura rapax,368620,False
Crocidura religiosa,Soricomorpha,Soricidae,7.0,,,,,,,,27.25,31.83,Crocidura religiosa,3614510,False
Crocidura rhoditis,Soricomorpha,Soricidae,,,,,,,,,-2.09,121.29,Crocidura rhoditis,1063199,False
Crocidura roosevelti,Soricomorpha,Soricidae,,,,,,,,,-0.88,23.22,Crocidura roosevelti,500005,False
Crocidura russula,Soricomorpha,Soricidae,9.89,29.0,4.04,0.000165903,38.4,8850.0,23.82,3.0,40.48,6.64,Crocidura russula,809504,False
Crocidura selina,Soricomorpha,Soricidae,,,,,,,,,0.89,32.07,Crocidura selina,3614521,False
Crocidura serezkyensis,Soricomorpha,Soricidae,,,,,,,,,38.63,57.3,Crocidura serezkyensis,3614498,False
Crocidura shantungensis,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura shantungensis,56572,False
Crocidura sibirica,Soricomorpha,Soricidae,,,,,,,,,50.67,92.26,Crocidura sibirica,513587,False
Crocidura sicula,Soricomorpha,Soricidae,,,,,,,,,37.01,13.82,Crocidura sicula,314772,False
Crocidura silacea,Soricomorpha,Soricidae,7.0,,3.99,,,,,3.0,-27.21,26.42,Crocidura silacea,850877,False
Crocidura smithii,Soricomorpha,Soricidae,,,,,,,,,11.13,14.76,Crocidura smithii,3614538,False
Crocidura somalica,Soricomorpha,Soricidae,11.5,,,,,,,,9.38,37.18,Crocidura somalica,3614570,False
Crocidura stenocephala,Soricomorpha,Soricidae,,,,,,,,,-1.99,28.77,Crocidura stenocephala,3614573,False
Crocidura suaveolens,Soricomorpha,Soricidae,7.35,27.15,3.49,,32.4,5541.66,28.03,2.0,,,Crocidura suaveolens,596802,False
Crocidura susiana,Soricomorpha,Soricidae,,,,,,,,,32.19,48.19,Crocidura susiana,3614492,False
Eptesicus kobayashii,Chiroptera,Vespertilionidae,,,,,,,,,,,Eptesicus kobayashii,3613794,False
Eptesicus matroka,Chiroptera,Vespertilionidae,6.57,,1.22,,,,,3.0,-18.57,46.85,Neoromicia matroka,514381,True
Eptesicus nasutus,Chiroptera,Vespertilionidae,7.91,,,,,,,,24.05,57.16,Eptesicus nasutus,589478,False
Eptesicus nilssonii,Chiroptera,Vespertilionidae,10.72,,1.5,,186.0,,26.0,3.0,53.78,80.43,Eptesicus nilssonii,493714,False
Eptesicus pachyotis,Chiroptera,Vespertilionidae,8.1,,,,,,,,22.77,96.77,Eptesicus pachyotis,3613803,False
Equus kiang,Perissodactyla,Equidae,281138.63,260.76,,,,,,,33.45,87.46,Equus kiang,641400,False
Equus quagga,Perissodactyla,Equidae,400000.0,,,,240.0,,,,,,Equus burchellii quagga,124776,True
Equus zebra,Perissodactyla,Equidae,282462.13,363.49,1.0,7.4,288.0,1.32,181.46,1.0,-25.58,19.51,Equus zebra,1068212,False
Eremitalpa granti,Afrosoricida,Chrysochloridae,22.04,,1.36,0.03,24.0,37.21,,2.0,-27.49,16.53,Eremitalpa granti,672748,False
Eremodipus lichtensteini,Rodentia,Dipodidae,,,4.86,,,,,,42.48,65.36,Eremodipus lichtensteini,85025,False
Erethizon dorsatum,Rodentia,Erethizontidae,7419.46,210.99,1.0,0.1,216.0,3.49,16.27,1.0,49.77,-108.02,Erethizon dorsatum,848921,False
Erignathus barbatus,Carnivora,Phocidae,279999.99,285.24,1.0,,377.43,0.01,20.94,2.0,,,Erignathus barbatus,931413,False
Erinaceus amurensis,Erinaceomorpha,Erinaceidae,,,,,,,,3.0,38.32,118.36,Erinaceus amurensis,125319,False
Erinaceus concolor,Erinaceomorpha,Erinaceidae,665.99,34.99,5.23,0.01,,,41.3,2.0,,,Erinaceus concolor,782352,False
Erinaceus europaeus,Erinaceomorpha,Erinaceidae,777.95,36.98,4.64,0.08,168.0,123.0,40.0,2.0,53.78,15.38,Erinaceus europaeus,796660,False
Erinaceus roumanicus,Erinaceomorpha,Erinaceidae,,,,,,,,,,,Erinaceus roumanicus,1089938,False
Eropeplus canus,Rodentia,Muridae,,,,,,,,,-1.48,120.11,Eropeplus canus,3610726,False
Erophylla bombifrons,Chiroptera,Phyllostomidae,16.28,,,,,,,1.0,18.77,-70.03,Erophylla bombifrons,120236,False
Erophylla sezekorni,Chiroptera,Phyllostomidae,15.87,,1.0,,,,,,22.31,-79.48,Erophylla sezekorni,534168,False
Erythrocebus patas,Primates,Cercopithecidae,7966.3,167.2,1.01,28.24,286.8,0.26,211.79,2.0,7.97,10.22,Erythrocebus patas,268326,False
Eptesicus platyops,Chiroptera,Vespertilionidae,,,,,,,,,9.37,-4.29,Eptesicus platyops,3613797,False
Eptesicus serotinus,Chiroptera,Vespertilionidae,23.09,65.44,1.5,,72.0,,30.8,3.0,37.94,56.25,Eptesicus serotinus,15443,False
Eptesicus tatei,Chiroptera,Vespertilionidae,,,,,,,,,27.06,88.47,Eptesicus tatei,3613804,False
Equus asinus,Perissodactyla,Equidae,164998.49,367.0,1.0,139.69,564.0,3.06,,,,,Equus asinus,1068202,False
Equus burchellii,Perissodactyla,Equidae,279160.65,371.2,1.0,127.99,480.0,7.0,294.11,1.0,-11.09,26.23,Equus burchellii,1068214,False
Equus caballus,Perissodactyla,Equidae,403598.53,338.97,1.0,15.62,744.0,,341.76,1.0,,,Equus caballus,1068218,False
Equus grevyi,Perissodactyla,Equidae,408000.35,406.0,1.0,,312.0,2.27,271.7,1.0,4.14,38.38,Equus grevyi,1068209,False
Equus hemionus,Perissodactyla,Equidae,235248.07,346.0,1.0,,465.6,0.69,456.25,1.0,36.64,84.0,Equus hemionus,918649,False
Genetta bourloni,Carnivora,Viverridae,,,,,,,,,,,Genetta bourloni,45845,False
Genetta cristata,Carnivora,Viverridae,1863.23,,2.5,,408.0,,,3.0,5.47,9.98,Genetta cristata,45849,False
Genetta genetta,Carnivora,Viverridae,1756.17,74.18,2.29,10.9,408.0,1.88,71.8,2.0,7.53,16.93,Genetta genetta,194343,False
Genetta johnstoni,Carnivora,Viverridae,2225.0,,,,,,,,6.86,-8.95,Genetta johnstoni,159585,False
Genetta maculata,Carnivora,Viverridae,1950.0,,2.12,,,,,2.0,-5.9,23.09,Genetta maculata,159579,False
Genetta pardina,Carnivora,Viverridae,,,,,,,,,8.96,-8.07,Genetta pardina,45855,False
Genetta piscivora,Carnivora,Viverridae,1648.05,,0.96,,,,,3.0,0.61,24.78,Osbornictis piscivora,49904,True
Genetta poensis,Carnivora,Viverridae,,,,,,,,,,,Genetta poensis,45853,False
Delomys collinus,Rodentia,Cricetidae,,,,,,,,,,,Delomys collinus,315215,False
Delomys dorsalis,Rodentia,Cricetidae,67.5,,,,,,,,-26.07,-47.6,Delomys dorsalis,196751,False
Delomys sublineatus,Rodentia,Cricetidae,89.99,,,,,,,,-22.52,-45.0,Delomys sublineatus,247845,False
Delphinapterus leucas,Cetacea,Monodontidae,1381640.73,394.24,1.02,,480.0,,689.92,3.0,,,Delphinapterus leucas,851318,False
Delphinus capensis,Cetacea,Delphinidae,,,,,,,,,,,Delphinus capensis,1094064,False
Delphinus delphis,Cetacea,Delphinidae,79271.69,296.89,0.98,,240.0,,405.05,,,,Delphinus delphis,698438,False
Deltamys kempi,Rodentia,Cricetidae,26.4,,,,,,,,-34.46,-57.88,Deltamys kempi,191287,False
Dendrogale melanura,Scandentia,Tupaiidae,59.99,,,,,,,,5.28,116.1,Dendrogale melanura,742280,False
Dendrogale murina,Scandentia,Tupaiidae,49.99,,,,,,,,11.49,105.15,Dendrogale murina,396022,False
Dendrohyrax arboreus,Hyracoidea,Procaviidae,2981.11,229.06,1.51,,147.6,22.67,152.08,1.0,-16.09,30.86,Dendrohyrax arboreus,1079385,False
Dendrohyrax dorsalis,Hyracoidea,Procaviidae,3174.99,236.57,1.22,,120.0,,,1.0,3.97,8.0,Dendrohyrax dorsalis,285372,False
Dendrolagus bennettianus,Diprotodontia,Macropodidae,10458.82,,1.0,,240.0,27.38,717.95,,-16.49,145.36,Dendrolagus bennettianus,78846,False
Dendrolagus dorianus,Diprotodontia,Macropodidae,8976.58,,1.01,,96.0,,598.29,2.0,-6.62,142.69,Dendrolagus dorianus,619969,False
Dendrolagus goodfellowi,Diprotodontia,Macropodidae,7948.78,37.94,1.0,,252.0,,359.99,1.0,-7.19,146.1,Dendrolagus goodfellowi,567249,False
Bibimys torresi,Rodentia,Cricetidae,28.0,,,,,,,,-30.7,-56.56,Bibimys torresi,3608230,False
Bison bison,Artiodactyla,Bovidae,624577.07,283.17,0.98,47.39,396.0,0.28,287.32,1.0,44.31,-110.56,Bison bison,907693,False
Bison bonasus,Artiodactyla,Bovidae,675876.7,265.99,1.0,7.91,324.0,0.88,287.32,1.0,,,Bison bonasus,907684,False
Biswamoyopterus biswasi,Rodentia,Sciuridae,,,,,,,,,27.47,96.46,Biswamoyopterus biswasi,3609183,False
Blanfordimys afghanus,Rodentia,Cricetidae,,,3.4,,,,,,36.03,62.68,Blanfordimys afghanus,624829,False
Blanfordimys bucharensis,Rodentia,Cricetidae,,,,,,,,,38.75,68.77,Blanfordimys bucharensis,177476,False
Blarina brevicauda,Soricomorpha,Soricidae,18.56,20.58,5.39,0.003539783,33.0,922.93,21.91,2.0,44.24,-85.41,Blarina brevicauda,54160,False
Blarina carolinensis,Soricomorpha,Soricidae,11.91,,3.95,0.00995781,,629.99,,2.0,32.62,-86.04,Blarina carolinensis,404816,False
Blarina hylophaga,Soricomorpha,Soricidae,14.49,,,,,,,,36.34,-94.03,Blarina hylophaga,404814,False
Blarina peninsulae,Soricomorpha,Soricidae,,,,,,,,,,,Blarina peninsulae,3614400,False
Babyrousa togeanensis,Artiodactyla,Suidae,,,,,,,,,-0.4,121.89,Babyrousa togeanensis,3611402,False
Baiomys musculus,Rodentia,Cricetidae,8.99,,2.62,,,,,1.0,16.95,-95.85,Baiomys musculus,275823,False
Baiomys taylori,Rodentia,Cricetidae,7.43,21.99,2.52,0.000384598,39.12,2464.99,20.38,1.0,26.19,-102.47,Baiomys taylori,39171,False
Balaena mysticetus,Cetacea,Balaenidae,79691178.99,379.9,1.0,,480.0,,352.0,3.0,,,Balaena mysticetus,397231,False
Balaenoptera acutorostrata,Cetacea,Balaenopteridae,5587093.59,304.16,1.0,,600.0,,182.5,3.0,,,Balaenoptera acutorostrata,800317,False
Balaenoptera bonaerensis,Cetacea,Balaenopteridae,,,,,,,,,,,Balaenoptera bonaerensis,44568,False
Balaenoptera borealis,Cetacea,Balaenopteridae,22106251.95,334.58,1.02,,888.0,,203.46,3.0,,,Balaenoptera borealis,800329,False
Balaenoptera edeni,Cetacea,Balaenopteridae,19999999.97,383.46,0.97,,864.0,,273.75,3.0,,,Balaenoptera edeni,800331,False
Blarinella griselda,Soricomorpha,Soricidae,,,,,,,,,,,Blarinella griselda,638160,False
Blarinella quadraticauda,Soricomorpha,Soricidae,12.5,,,,,,,,,,Blarinella quadraticauda,3614452,False
Blarinella wardi,Soricomorpha,Soricidae,,,,,,,,,25.21,99.63,Blarinella wardi,3614453,False
Blarinomys breviceps,Rodentia,Cricetidae,36.79,,1.21,,,,,3.0,-18.83,-41.89,Blarinomys breviceps,196745,False
Blastocerus dichotomus,Artiodactyla,Cervidae,112518.53,272.37,0.98,,,0.12,,1.0,-19.49,-57.91,Blastocerus dichotomus,678842,False
Boromys offella,Rodentia,Echimyidae,,,,,,,,,,,Boromys offella,3610481,False
Boromys torrei,Rodentia,Echimyidae,,,,,,,,,,,Boromys torrei,3611111,False
Brachylagus idahoensis,Lagomorpha,Leporidae,431.19,38.99,5.81,0.003792025,,864.86,,1.0,42.62,-116.1,Brachylagus idahoensis,923726,False
Brachyphylla cavernarum,Chiroptera,Phyllostomidae,45.5,,1.0,,,,73.44,2.0,15.78,-63.34,Brachyphylla cavernarum,456526,False
Brachyphylla nana,Chiroptera,Phyllostomidae,37.25,,0.98,,,,,,20.39,-76.63,Brachyphylla nana,179313,False
Brachytarsomys albicauda,Rodentia,Nesomyidae,200.0,,,,,,,1.0,-18.45,48.61,Brachytarsomys albicauda,441614,False
Brachytarsomys villosa,Rodentia,Nesomyidae,219.99,,,,,,,,,,Brachytarsomys villosa,3608553,False
Brachyteles arachnoides,Primates,Atelidae,10537.31,221.75,1.02,1.04,,5.49,734.82,2.0,-22.66,-48.65,Brachyteles arachnoides,1058645,False
Brachyteles hypoxanthus,Primates,Atelidae,,,,,,,,,-20.51,-44.3,Brachyteles hypoxanthus,574171,False
Brachyuromys betsileoensis,Rodentia,Nesomyidae,93.58,,,,,,,,-20.07,47.88,Brachyuromys betsileoensis,441611,False
Brachyuromys ramirohitra,Rodentia,Nesomyidae,92.31,,,,,,,,-21.44,47.41,Brachyuromys ramirohitra,277060,False
Bradypus pygmaeus,Pilosa,Bradypodidae,,,,,,,,,9.09,-81.55,Bradypus pygmaeus,736497,False
Crocidura olivieri,Soricomorpha,Soricidae,34.42,,,,,72.36,,,16.67,19.21,Crocidura olivieri,507598,False
Crocidura orientalis,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura orientalis,64110,False
Cephalophus dorsalis,Artiodactyla,Bovidae,20000.0,238.0,1.0,0.27,204.96,,,2.0,1.14,8.68,Cephalophus dorsalis,1054624,False
Cephalophus jentinki,Artiodactyla,Bovidae,68489.54,,1.0,,210.0,0.1,,1.0,6.79,-9.05,Cephalophus jentinki,436151,False
Cephalophus leucogaster,Artiodactyla,Bovidae,13208.69,,1.0,,63.96,,,2.0,-0.45,19.67,Cephalophus leucogaster,603124,False
Cephalophus natalensis,Artiodactyla,Bovidae,12724.51,212.97,1.0,0.06,180.0,6.92,,1.0,-19.25,35.03,Cephalophus natalensis,401074,False
