canonical_taxon_id,species,order,family,genus,adult_body_mass_g,gestation_length_d,litter_size,weaning_age_d,home_range_km2,trophic_level,max_longevity_m
pseudomys_novaehollandiae,Pseudomys novaehollandiae,Rodentia,Muridae,Pseudomys,16.8,31.48,4.43,25.2,,,
pseudomys_occidentalis,Pseudomys occidentalis,Rodentia,Muridae,Pseudomys,34.0,,3.0,,,1.0,
pseudomys_oralis,Pseudomys oralis,Rodentia,Muridae,Pseudomys,95.0,,,,,,
pseudomys_pilligaensis,Pseudomys pilligaensis,Rodentia,Muridae,Pseudomys,10.72,,,,,,
pseudomys_shortridgei,Pseudomys shortridgei,Rodentia,Muridae,Pseudomys,72.06,,3.0,,,,
pseudoryx_nghetinhensis,Pseudoryx nghetinhensis,Artiodactyla,Bovidae,Pseudoryx,97842.2,,,,,1.0,
pseudoryzomys_simplex,Pseudoryzomys simplex,Rodentia,Cricetidae,Pseudoryzomys,45.2,,,,,,
ptenochirus_jagori,Ptenochirus jagori,Chiroptera,Pteropodidae,Ptenochirus,79.18,125.14,1.0,89.99,,1.0,96.0
ptenochirus_minor,Ptenochirus minor,Chiroptera,Pteropodidae,Ptenochirus,47.02,,,,,,
pteralopex_acrodonta,Pteralopex acrodonta,Chiroptera,Pteropodidae,Pteralopex,257.53,,,,,,
pteralopex_anceps,Pteralopex anceps,Chiroptera,Pteropodidae,Pteralopex,574.75,,1.0,,,,
pteralopex_atrata,Pteralopex atrata,Chiroptera,Pteropodidae,Pteralopex,490.8,,,,,,
pteralopex_pulchra,Pteralopex pulchra,Chiroptera,Pteropodidae,Pteralopex,291.15,,,,,,
pteromys_volans,Pteromys volans,Rodentia,Sciuridae,Pteromys,143.09,28.18,2.5,,0.05,2.0,45.6
pteromyscus_pulverulentus,Pteromyscus pulverulentus,Rodentia,Sciuridae,Pteromyscus,251.3,,1.28,,,,
pteronotus_davyi,Pteronotus davyi,Chiroptera,Mormoopidae,Pteronotus,9.52,,0.99,,,3.0,
pteronotus_gymnonotus,Pteronotus gymnonotus,Chiroptera,Mormoopidae,Pteronotus,13.6,,0.98,,,3.0,
pteronotus_parnellii,Pteronotus parnellii,Chiroptera,Mormoopidae,Pteronotus,19.59,107.97,0.99,,,3.0,
pteronotus_personatus,Pteronotus personatus,Chiroptera,Mormoopidae,Pteronotus,7.99,,0.98,,,3.0,
pteronotus_quadridens,Pteronotus quadridens,Chiroptera,Mormoopidae,Pteronotus,5.64,156.43,1.21,,,3.0,
pteronura_brasiliensis,Pteronura brasiliensis,Carnivora,Mustelidae,Pteronura,26000.0,70.0,2.12,120.48,85.85,3.0,154.0
pteropus_admiralitatum,Pteropus admiralitatum,Chiroptera,Pteropodidae,Pteropus,306.46,,1.0,,,,
pteropus_aldabrensis,Pteropus aldabrensis,Chiroptera,Pteropodidae,Pteropus,310.29,,,,,,
pteropus_alecto,Pteropus alecto,Chiroptera,Pteropodidae,Pteropus,610.13,,1.0,89.17,,1.0,
pteropus_anetianus,Pteropus anetianus,Chiroptera,Pteropodidae,Pteropus,397.22,,0.98,,,,
pteropus_caniceps,Pteropus caniceps,Chiroptera,Pteropodidae,Pteropus,525.12,,,,,,
pteropus_chrysoproctus,Pteropus chrysoproctus,Chiroptera,Pteropodidae,Pteropus,730.19,,,,,,
pteropus_conspicillatus,Pteropus conspicillatus,Chiroptera,Pteropodidae,Pteropus,760.71,,1.0,139.51,,1.0,
pteropus_dasymallus,Pteropus dasymallus,Chiroptera,Pteropodidae,Pteropus,491.86,,1.0,,,2.0,372.0
pteropus_fundatus,Pteropus fundatus,Chiroptera,Pteropodidae,Pteropus,210.67,,,,,,
pteropus_giganteus,Pteropus giganteus,Chiroptera,Pteropodidae,Pteropus,824.85,166.59,0.99,152.08,,1.0,376.8
pteropus_gilliardorum,Pteropus gilliardorum,Chiroptera,Pteropodidae,Pteropus,406.94,,,,,,
pteropus_howensis,Pteropus howensis,Chiroptera,Pteropodidae,Pteropus,232.92,,0.98,,,,
pteropus_hypomelanus,Pteropus hypomelanus,Chiroptera,Pteropodidae,Pteropus,435.61,,1.0,94.86,,1.0,
pteropus_leucopterus,Pteropus leucopterus,Chiroptera,Pteropodidae,Pteropus,343.81,,,,,,
pteropus_livingstonii,Pteropus livingstonii,Chiroptera,Pteropodidae,Pteropus,734.27,152.08,1.0,151.22,,,
pteropus_lombocensis,Pteropus lombocensis,Chiroptera,Pteropodidae,Pteropus,256.15,,,,,,
pteropus_lylei,Pteropus lylei,Chiroptera,Pteropodidae,Pteropus,319.75,,,,,1.0,
pteropus_macrotis,Pteropus macrotis,Chiroptera,Pteropodidae,Pteropus,365.99,,1.0,350.78,,,
pteropus_mahaganus,Pteropus mahaganus,Chiroptera,Pteropodidae,Pteropus,297.28,,,,,,
pteropus_mariannus,Pteropus mariannus,Chiroptera,Pteropodidae,Pteropus,458.58,,,,,1.0,
pteropus_melanopogon,Pteropus melanopogon,Chiroptera,Pteropodidae,Pteropus,874.94,,,,,,
pteropus_neohibernicus,Pteropus neohibernicus,Chiroptera,Pteropodidae,Pteropus,1017.37,,1.0,,,,
pteropus_niger,Pteropus niger,Chiroptera,Pteropodidae,Pteropus,474.43,,1.0,,,,
pteropus_nitendiensis,Pteropus nitendiensis,Chiroptera,Pteropodidae,Pteropus,275.56,,,,,,
pteropus_ocularis,Pteropus ocularis,Chiroptera,Pteropodidae,Pteropus,228.76,,,,,,
pteropus_ornatus,Pteropus ornatus,Chiroptera,Pteropodidae,Pteropus,336.25,187.72,0.98,,,,
pteropus_personatus,Pteropus personatus,Chiroptera,Pteropodidae,Pteropus,130.84,,,,,,
pteropus_pohlei,Pteropus pohlei,Chiroptera,Pteropodidae,Pteropus,352.75,,,,,,
pteropus_poliocephalus,Pteropus poliocephalus,Chiroptera,Pteropodidae,Pteropus,702.78,187.72,1.0,120.0,,1.0,
pteropus_pumilus,Pteropus pumilus,Chiroptera,Pteropodidae,Pteropus,184.05,,,,,1.0,
pteropus_rayneri,Pteropus rayneri,Chiroptera,Pteropodidae,Pteropus,661.28,,0.99,181.36,,,
pteropus_rodricensis,Pteropus rodricensis,Chiroptera,Pteropodidae,Pteropus,256.17,154.24,1.0,149.74,,1.0,360.0
pteropus_samoensis,Pteropus samoensis,Chiroptera,Pteropodidae,Pteropus,309.99,,,143.2,,1.0,
pteropus_scapulatus,Pteropus scapulatus,Chiroptera,Pteropodidae,Pteropus,380.35,,1.0,133.76,,1.0,
pteropus_seychellensis,Pteropus seychellensis,Chiroptera,Pteropodidae,Pteropus,492.2,156.43,1.0,,,,
pteropus_tonganus,Pteropus tonganus,Chiroptera,Pteropodidae,Pteropus,561.51,167.29,1.0,143.2,,1.0,
pteropus_vampyrus,Pteropus vampyrus,Chiroptera,Pteropodidae,Pteropus,1027.54,,0.99,104.69,,1.0,
pteropus_vetulus,Pteropus vetulus,Chiroptera,Pteropodidae,Pteropus,151.54,,,,,,
pteropus_voeltzkowi,Pteropus voeltzkowi,Chiroptera,Pteropodidae,Pteropus,542.4,152.08,1.0,143.2,,,
pteropus_woodfordi,Pteropus woodfordi,Chiroptera,Pteropodidae,Pteropus,122.67,,,,,,
ptilocercus_lowii,Ptilocercus lowii,Scandentia,Ptilocercidae,Ptilocercus,42.5,,,,,2.0,32.4
pudu_mephistophiles,Pudu mephistophiles,Artiodactyla,Cervidae,Pudu,9599.96,,1.0,,,,120.0
pudu_puda,Pudu puda,Artiodactyla,Cervidae,Pudu,9642.62,210.0,1.22,54.75,0.17,1.0,150.0
puma_concolor,Puma concolor,Carnivora,Felidae,Puma,53954.05,92.3,2.76,48.46,129.89,3.0,240.0
puma_yagouaroundi,Puma yagouaroundi,Carnivora,Felidae,Puma,6875.0,75.01,2.5,,52.35,2.0,127.83
punomys_lemminus,Punomys lemminus,Rodentia,Cricetidae,Punomys,84.8,,1.94,,,,
pygathrix_nemaeus,Pygathrix nemaeus,Primates,Cercopithecidae,Pygathrix,9411.1,182.88,1.01,,,1.0,300.0
pygathrix_nigripes,Pygathrix nigripes,Primates,Cercopithecidae,Pygathrix,10333.32,,1.0,,,1.0,
pygeretmus_pumilio,Pygeretmus pumilio,Rodentia,Dipodidae,Pygeretmus,52.24,27.5,3.35,,0.002441076,1.0,
pygoderma_bilabiatum,Pygoderma bilabiatum,Chiroptera,Phyllostomidae,Pygoderma,18.5,,0.98,,,1.0,
rangifer_tarandus,Rangifer tarandus,Artiodactyla,Cervidae,Rangifer,109088.5,222.5,2.0,136.87,2771.22,1.0,242.4
raphicerus_campestris,Raphicerus campestris,Artiodactyla,Bovidae,Raphicerus,11661.53,210.0,0.98,49.89,0.43,1.0,168.0
raphicerus_melanotis,Raphicerus melanotis,Artiodactyla,Bovidae,Raphicerus,10503.14,,,,,1.0,168.0
raphicerus_sharpei,Raphicerus sharpei,Artiodactyla,Bovidae,Raphicerus,9396.9,212.91,1.0,,,1.0,168.0
rattus_annandalei,Rattus annandalei,Rodentia,Muridae,Rattus,197.49,,,,,,
rattus_argentiventer,Rattus argentiventer,Rodentia,Muridae,Rattus,165.37,21.4,9.85,,,2.0,
rattus_baluensis,Rattus baluensis,Rodentia,Muridae,Rattus,107.5,,,,,2.0,
rattus_colletti,Rattus colletti,Rodentia,Muridae,Rattus,146.48,,,,,,
rattus_elaphinus,Rattus elaphinus,Rodentia,Muridae,Rattus,131.35,,,,,,
rattus_everetti,Rattus everetti,Rodentia,Muridae,Rattus,253.53,,,,0.005001891,2.0,
rattus_exulans,Rattus exulans,Rodentia,Muridae,Rattus,50.63,21.34,3.7,28.0,0.000935769,2.0,
rattus_feliceus,Rattus feliceus,Rodentia,Muridae,Rattus,306.0,,,,,,
rattus_fuscipes,Rattus fuscipes,Rodentia,Muridae,Rattus,124.58,22.95,4.58,25.38,,2.0,41.0
rattus_jobiensis,Rattus jobiensis,Rodentia,Muridae,Rattus,380.0,,,,,,
rattus_leucopus,Rattus leucopus,Rodentia,Muridae,Rattus,200.89,,3.45,,,2.0,
rattus_losea,Rattus losea,Rodentia,Muridae,Rattus,104.63,,,,,,
rattus_lutreolus,Rattus lutreolus,Rodentia,Muridae,Rattus,106.0,24.81,4.45,25.0,,2.0,29.0
rattus_mordax,Rattus mordax,Rodentia,Muridae,Rattus,230.0,,2.47,,,1.0,
rattus_morotaiensis,Rattus morotaiensis,Rodentia,Muridae,Rattus,148.25,,,,,,
rattus_nitidus,Rattus nitidus,Rodentia,Muridae,Rattus,100.02,,3.09,,,,
rattus_novaeguineae,Rattus novaeguineae,Rodentia,Muridae,Rattus,133.0,,5.37,,,,
rattus_praetor,Rattus praetor,Rodentia,Muridae,Rattus,194.43,,4.37,,,,
rattus_richardsoni,Rattus richardsoni,Rodentia,Muridae,Rattus,64.29,,2.15,,,2.0,
rattus_sordidus,Rattus sordidus,Rodentia,Muridae,Rattus,157.5,21.89,5.99,,,,
rattus_steini,Rattus steini,Rodentia,Muridae,Rattus,151.17,,3.65,,,2.0,
rattus_tiomanicus,Rattus tiomanicus,Rodentia,Muridae,Rattus,119.29,21.99,3.87,,,2.0,
rattus_tunneyi,Rattus tunneyi,Rodentia,Muridae,Rattus,169.29,22.29,5.34,,,,
rattus_vandeuseni,Rattus vandeuseni,Rodentia,Muridae,Rattus,67.24,,2.15,,,2.0,
rattus_verecundus,Rattus verecundus,Rodentia,Muridae,Rattus,97.02,23.72,2.15,19.5,0.001058952,2.0,
rattus_villosissimus,Rattus villosissimus,Rodentia,Muridae,Rattus,221.76,,,,,,
ratufa_affinis,Ratufa affinis,Rodentia,Sciuridae,Ratufa,1155.82,,,,,2.0,
ratufa_bicolor,Ratufa bicolor,Rodentia,Sciuridae,Ratufa,1609.08,31.5,1.5,68.2,,2.0,121.0
ratufa_indica,Ratufa indica,Rodentia,Sciuridae,Ratufa,1060.0,83.64,,,,2.0,
ratufa_macroura,Ratufa macroura,Rodentia,Sciuridae,Ratufa,1326.24,28.0,3.49,62.99,,2.0,
redunca_arundinum,Redunca arundinum,Artiodactyla,Bovidae,Redunca,58059.24,220.52,0.98,,,1.0,201.0
redunca_fulvorufula,Redunca fulvorufula,Artiodactyla,Bovidae,Redunca,29352.66,222.99,,82.12,0.07,1.0,147.96
redunca_redunca,Redunca redunca,Artiodactyla,Bovidae,Redunca,43288.95,228.12,1.0,,,1.0,216.0
reithrodon_auritus,Reithrodon auritus,Rodentia,Cricetidae,Reithrodon,79.73,,3.4,,,1.0,66.0
reithrodontomys_brevirostris,Reithrodontomys brevirostris,Rodentia,Cricetidae,Reithrodontomys,12.9,,3.4,,,,
reithrodontomys_burti,Reithrodontomys burti,Rodentia,Cricetidae,Reithrodontomys,20.0,,,,,,
reithrodontomys_chrysopsis,Reithrodontomys chrysopsis,Rodentia,Cricetidae,Reithrodontomys,19.0,,3.4,,,,
reithrodontomys_creper,Reithrodontomys creper,Rodentia,Cricetidae,Reithrodontomys,22.8,,2.21,,,,
reithrodontomys_darienensis,Reithrodontomys darienensis,Rodentia,Cricetidae,Reithrodontomys,12.99,,3.88,,,,
reithrodontomys_fulvescens,Reithrodontomys fulvescens,Rodentia,Cricetidae,Reithrodontomys,11.55,,3.76,14.44,0.001343843,2.0,
reithrodontomys_gracilis,Reithrodontomys gracilis,Rodentia,Cricetidae,Reithrodontomys,12.47,,3.11,,,,
reithrodontomys_hirsutus,Reithrodontomys hirsutus,Rodentia,Cricetidae,Reithrodontomys,20.0,,3.88,,,,
reithrodontomys_humulis,Reithrodontomys humulis,Rodentia,Cricetidae,Reithrodontomys,8.25,21.26,2.99,20.92,0.003188291,2.0,26.89
reithrodontomys_megalotis,Reithrodontomys megalotis,Rodentia,Cricetidae,Reithrodontomys,10.72,23.5,4.18,20.0,0.001008937,,18.0
reithrodontomys_mexicanus,Reithrodontomys mexicanus,Rodentia,Cricetidae,Reithrodontomys,15.71,,2.91,,,,
reithrodontomys_microdon,Reithrodontomys microdon,Rodentia,Cricetidae,Reithrodontomys,20.0,,,,,,
reithrodontomys_montanus,Reithrodontomys montanus,Rodentia,Cricetidae,Reithrodontomys,10.9,21.0,3.94,14.0,0.002290248,2.0,
reithrodontomys_raviventris,Reithrodontomys raviventris,Rodentia,Cricetidae,Reithrodontomys,10.95,22.5,3.88,,0.001664605,1.0,31.0
reithrodontomys_spectabilis,Reithrodontomys spectabilis,Rodentia,Cricetidae,Reithrodontomys,20.19,,,,,,
reithrodontomys_sumichrasti,Reithrodontomys sumichrasti,Rodentia,Cricetidae,Reithrodontomys,19.0,,3.49,,,,
reithrodontomys_tenuirostris,Reithrodontomys tenuirostris,Rodentia,Cricetidae,Reithrodontomys,20.0,,,,,,
rhagomys_rufescens,Rhagomys rufescens,Rodentia,Cricetidae,Rhagomys,21.2,,,,,,
rheithrosciurus_macrotis,Rheithrosciurus macrotis,Rodentia,Sciuridae,Rheithrosciurus,1353.27,,,,,,
rheomys_mexicanus,Rheomys mexicanus,Rodentia,Cricetidae,Rheomys,40.0,,,,,3.0,
rheomys_raptor,Rheomys raptor,Rodentia,Cricetidae,Rheomys,38.0,,0.97,,,,
rheomys_thomasi,Rheomys thomasi,Rodentia,Cricetidae,Rheomys,40.0,,0.97,,,3.0,
rhinoceros_sondaicus,Rhinoceros sondaicus,Perissodactyla,Rhinocerotidae,Rhinoceros,1750000.0,486.66,1.0,509.21,,1.0,480.0
rhinoceros_unicornis,Rhinoceros unicornis,Perissodactyla,Rhinocerotidae,Rhinoceros,1843655.8,478.99,1.41,339.47,4.23,1.0,588.0
rhinolophus_acuminatus,Rhinolophus acuminatus,Chiroptera,Rhinolophidae,Rhinolophus,12.1,,1.0,,,3.0,
rhinolophus_affinis,Rhinolophus affinis,Chiroptera,Rhinolophidae,Rhinolophus,13.7,,0.99,,,3.0,
rhinolophus_alcyone,Rhinolophus alcyone,Chiroptera,Rhinolophidae,Rhinolophus,18.62,,0.98,,,,
rhinolophus_arcuatus,Rhinolophus arcuatus,Chiroptera,Rhinolophidae,Rhinolophus,8.98,,,,,3.0,
rhinolophus_blasii,Rhinolophus blasii,Chiroptera,Rhinolophidae,Rhinolophus,10.29,91.24,,,,3.0,
rhinolophus_bocharicus,Rhinolophus bocharicus,Chiroptera,Rhinolophidae,Rhinolophus,15.05,,,,,,
rhinolophus_capensis,Rhinolophus capensis,Chiroptera,Rhinolophidae,Rhinolophus,12.87,107.97,0.99,60.41,,,
rhinolophus_coelophyllus,Rhinolophus coelophyllus,Chiroptera,Rhinolophidae,Rhinolophus,7.07,,,,,3.0,
rhinolophus_cornutus,Rhinolophus cornutus,Chiroptera,Rhinolophidae,Rhinolophus,7.27,,1.0,41.85,,3.0,
rhinolophus_darlingi,Rhinolophus darlingi,Chiroptera,Rhinolophidae,Rhinolophus,8.94,,1.96,,,,
rhinolophus_denti,Rhinolophus denti,Chiroptera,Rhinolophidae,Rhinolophus,6.3,,,,,,
rhinolophus_eloquens,Rhinolophus eloquens,Chiroptera,Rhinolophidae,Rhinolophus,19.15,,,,,3.0,
rhinolophus_euryale,Rhinolophus euryale,Chiroptera,Rhinolophidae,Rhinolophus,9.25,92.54,1.0,105.72,,,
rhinolophus_euryotis,Rhinolophus euryotis,Chiroptera,Rhinolophidae,Rhinolophus,14.3,,,,,3.0,
rhinolophus_ferrumequinum,Rhinolophus ferrumequinum,Chiroptera,Rhinolophidae,Rhinolophus,22.59,91.24,0.98,45.87,,3.0,360.0
rhinolophus_fumigatus,Rhinolophus fumigatus,Chiroptera,Rhinolophidae,Rhinolophus,13.09,92.54,0.99,60.41,,3.0,
rhinolophus_hildebrandtii,Rhinolophus hildebrandtii,Chiroptera,Rhinolophidae,Rhinolophus,25.99,92.54,0.99,,,3.0,
rhinolophus_hilli,Rhinolophus hilli,Chiroptera,Rhinolophidae,Rhinolophus,13.6,,,,,,
rhinolophus_hipposideros,Rhinolophus hipposideros,Chiroptera,Rhinolophidae,Rhinolophus,4.57,75.51,1.0,33.2,,3.0,252.0
rhinolophus_inops,Rhinolophus inops,Chiroptera,Rhinolophidae,Rhinolophus,13.65,,,,,3.0,
rhinolophus_keyensis,Rhinolophus keyensis,Chiroptera,Rhinolophidae,Rhinolophus,6.26,,1.0,,,,
rhinolophus_landeri,Rhinolophus landeri,Chiroptera,Rhinolophidae,Rhinolophus,9.39,119.61,0.99,60.41,,3.0,
rhinolophus_lepidus,Rhinolophus lepidus,Chiroptera,Rhinolophidae,Rhinolophus,5.46,,1.0,,,3.0,
rhinolophus_luctus,Rhinolophus luctus,Chiroptera,Rhinolophidae,Rhinolophus,34.07,,0.99,,,3.0,
rhinolophus_macrotis,Rhinolophus macrotis,Chiroptera,Rhinolophidae,Rhinolophus,6.18,,0.98,,,3.0,
rhinolophus_malayanus,Rhinolophus malayanus,Chiroptera,Rhinolophidae,Rhinolophus,6.73,,,,,3.0,
rhinolophus_marshalli,Rhinolophus marshalli,Chiroptera,Rhinolophidae,Rhinolophus,5.02,,,,,3.0,
rhinolophus_megaphyllus,Rhinolophus megaphyllus,Chiroptera,Rhinolophidae,Rhinolophus,10.17,125.14,1.0,57.22,,3.0,
rhinolophus_mehelyi,Rhinolophus mehelyi,Chiroptera,Rhinolophidae,Rhinolophus,14.03,,,,,3.0,
rhinolophus_paradoxolophus,Rhinolophus paradoxolophus,Chiroptera,Rhinolophidae,Rhinolophus,8.17,,,,,3.0,
rhinolophus_pearsonii,Rhinolophus pearsonii,Chiroptera,Rhinolophidae,Rhinolophus,11.55,,,,,3.0,
rhinolophus_philippinensis,Rhinolophus philippinensis,Chiroptera,Rhinolophidae,Rhinolophus,10.91,,,,,3.0,
rhinolophus_pusillus,Rhinolophus pusillus,Chiroptera,Rhinolophidae,Rhinolophus,5.15,,1.0,,,3.0,
rhinolophus_robinsoni,Rhinolophus robinsoni,Chiroptera,Rhinolophidae,Rhinolophus,8.54,,,,,3.0,
rhinolophus_rouxii,Rhinolophus rouxii,Chiroptera,Rhinolophidae,Rhinolophus,12.25,123.54,0.99,59.42,,3.0,60.0
rhinolophus_sedulus,Rhinolophus sedulus,Chiroptera,Rhinolophidae,Rhinolophus,8.74,,,,,3.0,
rhinolophus_shameli,Rhinolophus shameli,Chiroptera,Rhinolophidae,Rhinolophus,9.61,,,,,3.0,
rhinolophus_simulator,Rhinolophus simulator,Chiroptera,Rhinolophidae,Rhinolophus,8.13,91.24,0.99,,,3.0,
rhinolophus_stheno,Rhinolophus stheno,Chiroptera,Rhinolophidae,Rhinolophus,7.92,,0.98,,,3.0,
rhinolophus_swinnyi,Rhinolophus swinnyi,Chiroptera,Rhinolophidae,Rhinolophus,7.07,91.24,0.98,,,,
rhinolophus_thomasi,Rhinolophus thomasi,Chiroptera,Rhinolophidae,Rhinolophus,8.26,,,,,3.0,
rhinolophus_trifoliatus,Rhinolophus trifoliatus,Chiroptera,Rhinolophidae,Rhinolophus,15.16,,,,,3.0,
rhinolophus_virgo,Rhinolophus virgo,Chiroptera,Rhinolophidae,Rhinolophus,6.06,,,,,3.0,
rhinolophus_yunanensis,Rhinolophus yunanensis,Chiroptera,Rhinolophidae,Rhinolophus,19.33,,,,,3.0,
rhinonicteris_aurantia,Rhinonicteris aurantia,Chiroptera,Hipposideridae,Rhinonicteris,8.99,148.4,1.0,59.99,,3.0,
rhinophylla_fischerae,Rhinophylla fischerae,Chiroptera,Phyllostomidae,Rhinophylla,9.6,,0.98,,,1.0,
rhinophylla_pumilio,Rhinophylla pumilio,Chiroptera,Phyllostomidae,Rhinophylla,9.58,,0.98,,,1.0,
rhinopithecus_avunculus,Rhinopithecus avunculus,Primates,Cercopithecidae,Rhinopithecus,9086.19,200.0,1.0,,,,
rhinopithecus_bieti,Rhinopithecus bieti,Primates,Cercopithecidae,Rhinopithecus,11000.54,170.0,,,20.4,2.0,
rhinopithecus_brelichi,Rhinopithecus brelichi,Primates,Cercopithecidae,Rhinopithecus,12267.15,200.0,1.0,,7.41,1.0,
rhinopithecus_roxellana,Rhinopithecus roxellana,Primates,Cercopithecidae,Rhinopithecus,13456.8,199.34,1.0,,24.28,1.0,
rhinopoma_hardwickii,Rhinopoma hardwickii,Chiroptera,Rhinopomatidae,Rhinopoma,13.1,98.28,0.99,52.04,,3.0,
rhinopoma_microphyllum,Rhinopoma microphyllum,Chiroptera,Rhinopomatidae,Rhinopoma,28.02,114.87,1.0,31.3,,3.0,
rhinopoma_muscatellum,Rhinopoma muscatellum,Chiroptera,Rhinopomatidae,Rhinopoma,9.13,,,,,3.0,
rhinosciurus_laticaudatus,Rhinosciurus laticaudatus,Rodentia,Sciuridae,Rhinosciurus,230.3,,1.39,,,2.0,
rhipidomys_austrinus,Rhipidomys austrinus,Rodentia,Cricetidae,Rhipidomys,89.0,,,,,,
rhipidomys_fulviventer,Rhipidomys fulviventer,Rodentia,Cricetidae,Rhipidomys,89.0,,,,,,
rhipidomys_latimanus,Rhipidomys latimanus,Rodentia,Cricetidae,Rhipidomys,57.5,,,,,2.0,
rhipidomys_macconnelli,Rhipidomys macconnelli,Rodentia,Cricetidae,Rhipidomys,41.59,,,,,,
rhipidomys_nitela,Rhipidomys nitela,Rodentia,Cricetidae,Rhipidomys,89.0,,,,,,
rhipidomys_ochrogaster,Rhipidomys ochrogaster,Rodentia,Cricetidae,Rhipidomys,89.0,,,,,,
rhipidomys_venezuelae,Rhipidomys venezuelae,Rodentia,Cricetidae,Rhipidomys,89.99,,,,,,
rhipidomys_venustus,Rhipidomys venustus,Rodentia,Cricetidae,Rhipidomys,89.0,,,,,,
rhipidomys_wetzeli,Rhipidomys wetzeli,Rodentia,Cricetidae,Rhipidomys,89.0,,,,,,
rhizomys_pruinosus,Rhizomys pruinosus,Rodentia,Spalacidae,Rhizomys,2450.0,,3.0,120.75,,,
rhizomys_sumatrensis,Rhizomys sumatrensis,Rodentia,Spalacidae,Rhizomys,2500.0,21.99,4.0,69.25,,,
rhogeessa_minutilla,Rhogeessa minutilla,Chiroptera,Vespertilionidae,Rhogeessa,3.75,,,,,,
rhogeessa_parvula,Rhogeessa parvula,Chiroptera,Vespertilionidae,Rhogeessa,4.37,,1.98,,,3.0,
rhogeessa_tumida,Rhogeessa tumida,Chiroptera,Vespertilionidae,Rhogeessa,4.58,,1.4,,,3.0,
rhynchocyon_chrysopygus,Rhynchocyon chrysopygus,Macroscelidea,Macroscelididae,Rhynchocyon,535.2,42.27,1.22,14.0,0.02,3.0,48.0
rhynchocyon_cirnei,Rhynchocyon cirnei,Macroscelidea,Macroscelididae,Rhynchocyon,424.92,,1.93,,,3.0,
rhynchocyon_petersi,Rhynchocyon petersi,Macroscelidea,Macroscelididae,Rhynchocyon,423.99,,1.93,,,,
rhynchogale_melleri,Rhynchogale melleri,Carnivora,Herpestidae,Rhynchogale,2240.33,,2.0,,,2.0,
rhyncholestes_raphanurus,Rhyncholestes raphanurus,Paucituberculata,Caenolestidae,Rhyncholestes,21.94,,,,,2.0,
rhynchomys_isarogensis,Rhynchomys isarogensis,Rodentia,Muridae,Rhynchomys,122.29,,,,,3.0,
rhynchonycteris_naso,Rhynchonycteris naso,Chiroptera,Emballonuridae,Rhynchonycteris,4.14,,0.99,70.86,,3.0,
romerolagus_diazi,Romerolagus diazi,Lagomorpha,Leporidae,Romerolagus,465.58,39.26,2.1,28.71,,1.0,
rousettus_aegyptiacus,Rousettus aegyptiacus,Chiroptera,Pteropodidae,Rousettus,134.0,123.39,1.07,105.0,,1.0,274.8
rousettus_amplexicaudatus,Rousettus amplexicaudatus,Chiroptera,Pteropodidae,Rousettus,74.37,101.38,0.99,86.16,,1.0,
rousettus_celebensis,Rousettus celebensis,Chiroptera,Pteropodidae,Rousettus,63.07,,1.0,,,,
rousettus_lanosus,Rousettus lanosus,Chiroptera,Pteropodidae,Rousettus,104.78,,,,,,
rousettus_leschenaultii,Rousettus leschenaultii,Chiroptera,Pteropodidae,Rousettus,84.88,121.66,1.01,52.34,,2.0,
rousettus_madagascariensis,Rousettus madagascariensis,Chiroptera,Pteropodidae,Rousettus,65.72,126.88,1.22,,,1.0,
rousettus_obliviosus,Rousettus obliviosus,Chiroptera,Pteropodidae,Rousettus,45.32,,0.98,,,,
rousettus_spinalatus,Rousettus spinalatus,Chiroptera,Pteropodidae,Rousettus,92.32,,1.0,,,,
rucervus_duvaucelii,Rucervus duvaucelii,Artiodactyla,Cervidae,Rucervus,171223.86,245.0,1.0,,14.11,1.0,
rucervus_eldii,Rucervus eldii,Artiodactyla,Cervidae,Rucervus,95471.61,240.19,1.01,220.26,,1.0,232.8
rupicapra_pyrenaica,Rupicapra pyrenaica,Artiodactyla,Bovidae,Rupicapra,29999.99,,,,,,
rupicapra_rupicapra,Rupicapra rupicapra,Artiodactyla,Bovidae,Rupicapra,33266.35,178.32,1.0,76.04,2.65,1.0,264.0
rusa_alfredi,Rusa alfredi,Artiodactyla,Cervidae,Rusa,46475.04,243.33,,,,,
rusa_marianna,Rusa marianna,Artiodactyla,Cervidae,Rusa,49457.61,,,,,,
rusa_timorensis,Rusa timorensis,Artiodactyla,Cervidae,Rusa,66375.5,250.29,1.0,227.47,,1.0,
rusa_unicolor,Rusa unicolor,Artiodactyla,Cervidae,Rusa,177522.9,246.0,1.0,,,1.0,317.04
ruwenzorisorex_suncoides,Ruwenzorisorex suncoides,Soricomorpha,Soricidae,Ruwenzorisorex,18.2,,,,,,
saccolaimus_flaviventris,Saccolaimus flaviventris,Chiroptera,Emballonuridae,Saccolaimus,45.25,,,,,,
saccolaimus_peli,Saccolaimus peli,Chiroptera,Emballonuridae,Saccolaimus,53.35,,1.0,,,,
saccolaimus_saccolaimus,Saccolaimus saccolaimus,Chiroptera,Emballonuridae,Saccolaimus,43.0,,1.0,,,3.0,
saccopteryx_bilineata,Saccopteryx bilineata,Chiroptera,Emballonuridae,Saccopteryx,8.08,,0.99,59.99,,3.0,
