canonical_taxon_id,species,order,family,genus,adult_body_mass_g,gestation_length_d,litter_size,weaning_age_d,home_range_km2,trophic_level,max_longevity_m
bison_bison,Bison bison,Artiodactyla,Bovidae,Bison,624577.07,283.17,0.98,287.32,47.39,1.0,396.0
blarina_brevicauda,Blarina brevicauda,Soricomorpha,Soricidae,Blarina,18.56,20.58,5.39,21.91,0.003539783,2.0,33.0
blarina_carolinensis,Blarina carolinensis,Soricomorpha,Soricidae,Blarina,11.91,,3.95,,0.00995781,2.0,
blarina_hylophaga,Blarina hylophaga,Soricomorpha,Soricidae,Blarina,14.49,,,,,,
blarinomys_breviceps,Blarinomys breviceps,Rodentia,Cricetidae,Blarinomys,36.79,,1.21,,,3.0,
blastocerus_dichotomus,Blastocerus dichotomus,Artiodactyla,Cervidae,Blastocerus,112518.53,272.37,0.98,,,1.0,
bos_frontalis,Bos frontalis,Artiodactyla,Bovidae,Bos,800143.05,273.75,1.22,186.67,,1.0,314.4
bos_grunniens,Bos grunniens,Artiodactyla,Bovidae,Bos,500000.0,273.75,1.0,243.33,,1.0,267.0
bos_javanicus,Bos javanicus,Artiodactyla,Bovidae,Bos,635974.34,296.78,1.22,287.74,,1.0,318.96
bos_sauveli,Bos sauveli,Artiodactyla,Bovidae,Bos,791321.76,,,,,1.0,
bos_taurus,Bos taurus,Artiodactyla,Bovidae,Bos,618642.42,280.48,,,10.04,,240.0
boselaphus_tragocamelus,Boselaphus tragocamelus,Artiodactyla,Bovidae,Boselaphus,182253.04,248.49,1.39,,,1.0,260.4
brachylagus_idahoensis,Brachylagus idahoensis,Lagomorpha,Leporidae,Brachylagus,431.19,38.99,5.81,,0.003792025,1.0,
brachyphylla_cavernarum,Brachyphylla cavernarum,Chiroptera,Phyllostomidae,Brachyphylla,45.5,,1.0,73.44,,2.0,
brachyphylla_nana,Brachyphylla nana,Chiroptera,Phyllostomidae,Brachyphylla,37.25,,0.98,,,,
brachytarsomys_albicauda,Brachytarsomys albicauda,Rodentia,Nesomyidae,Brachytarsomys,200.0,,,,,1.0,
brachyteles_arachnoides,Brachyteles arachnoides,Primates,Atelidae,Brachyteles,10537.31,221.75,1.02,734.82,1.04,2.0,
brachyuromys_betsileoensis,Brachyuromys betsileoensis,Rodentia,Nesomyidae,Brachyuromys,93.58,,,,,,
brachyuromys_ramirohitra,Brachyuromys ramirohitra,Rodentia,Nesomyidae,Brachyuromys,92.31,,,,,,
bradypus_torquatus,Bradypus torquatus,Pilosa,Bradypodidae,Bradypus,4468.42,150.0,1.0,28.28,0.03,2.0,144.0
bradypus_tridactylus,Bradypus tridactylus,Pilosa,Bradypodidae,Bradypus,4375.8,126.96,1.0,68.2,,1.0,
bradypus_variegatus,Bradypus variegatus,Pilosa,Bradypodidae,Bradypus,4136.36,170.84,1.0,39.28,0.01,1.0,
brucepattersonius_iheringi,Brucepattersonius iheringi,Rodentia,Cricetidae,Brucepattersonius,43.0,,,,,3.0,
bubalus_bubalis,Bubalus bubalis,Artiodactyla,Bovidae,Bubalus,929500.97,320.0,1.5,240.31,3.63,1.0,339.0
bubalus_depressicornis,Bubalus depressicornis,Artiodactyla,Bovidae,Bubalus,256989.27,295.78,1.0,,,1.0,432.96
bubalus_mindorensis,Bubalus mindorensis,Artiodactyla,Bovidae,Bubalus,254389.74,306.06,1.0,,,1.0,336.0
bubalus_quarlesi,Bubalus quarlesi,Artiodactyla,Bovidae,Bubalus,181718.86,294.99,1.0,,,1.0,270.0
budorcas_taxicolor,Budorcas taxicolor,Artiodactyla,Bovidae,Budorcas,294515.33,235.6,1.22,118.55,,1.0,234.96
bullimus_bagobus,Bullimus bagobus,Rodentia,Muridae,Bullimus,395.38,,,,,,
bunolagus_monticularis,Bunolagus monticularis,Lagomorpha,Leporidae,Bunolagus,1750.01,,1.22,,0.14,1.0,
bunomys_chrysocomus,Bunomys chrysocomus,Rodentia,Muridae,Bunomys,111.29,,,,,,
bunomys_fratrorum,Bunomys fratrorum,Rodentia,Muridae,Bunomys,130.31,,,,,,
bunopithecus_hoolock,Bunopithecus hoolock,Primates,Hylobatidae,Bunopithecus,6699.0,232.5,1.01,635.13,0.16,2.0,
burramys_parvus,Burramys parvus,Diprotodontia,Burramyidae,Burramys,44.27,14.74,3.6,59.82,,2.0,144.0
cabassous_centralis,Cabassous centralis,Cingulata,Dasypodidae,Cabassous,3669.69,,1.0,,,3.0,
cabassous_chacoensis,Cabassous chacoensis,Cingulata,Dasypodidae,Cabassous,1490.01,,,,,3.0,
cabassous_tatouay,Cabassous tatouay,Cingulata,Dasypodidae,Cabassous,5349.95,,,,,3.0,
cabassous_unicinctus,Cabassous unicinctus,Cingulata,Dasypodidae,Cabassous,3987.97,,1.0,,,3.0,
cacajao_calvus,Cacajao calvus,Primates,Pitheciidae,Cacajao,3421.04,180.0,1.01,339.29,,2.0,324.0
cacajao_melanocephalus,Cacajao melanocephalus,Primates,Pitheciidae,Cacajao,3121.58,,,,,2.0,216.0
caenolestes_caniventer,Caenolestes caniventer,Paucituberculata,Caenolestidae,Caenolestes,40.0,,2.0,,,2.0,
caenolestes_condorensis,Caenolestes condorensis,Paucituberculata,Caenolestidae,Caenolestes,47.81,,,,,3.0,
caenolestes_convelatus,Caenolestes convelatus,Paucituberculata,Caenolestidae,Caenolestes,31.56,,,,,3.0,
caenolestes_fuliginosus,Caenolestes fuliginosus,Paucituberculata,Caenolestidae,Caenolestes,28.64,,3.62,,,2.0,
calcochloris_obtusirostris,Calcochloris obtusirostris,Afrosoricida,Chrysochloridae,Calcochloris,24.05,,2.0,,,3.0,
callicebus_brunneus,Callicebus brunneus,Primates,Pitheciidae,Callicebus,850.84,,1.02,,0.04,,
callicebus_cinerascens,Callicebus cinerascens,Primates,Pitheciidae,Callicebus,992.4,,1.02,,,,
callicebus_cupreus,Callicebus cupreus,Primates,Pitheciidae,Callicebus,1117.02,129.25,1.01,201.85,,,
callicebus_donacophilus,Callicebus donacophilus,Primates,Pitheciidae,Callicebus,897.67,,1.02,,,,
callicebus_hoffmannsi,Callicebus hoffmannsi,Primates,Pitheciidae,Callicebus,1067.61,,1.02,,,,
callicebus_modestus,Callicebus modestus,Primates,Pitheciidae,Callicebus,992.4,,1.02,,,,
callicebus_moloch,Callicebus moloch,Primates,Pitheciidae,Callicebus,958.13,164.0,1.01,58.85,0.02,2.0,303.6
callicebus_oenanthe,Callicebus oenanthe,Primates,Pitheciidae,Callicebus,992.4,,1.02,,,,
callicebus_olallae,Callicebus olallae,Primates,Pitheciidae,Callicebus,992.4,,1.02,,,,
callicebus_personatus,Callicebus personatus,Primates,Pitheciidae,Callicebus,1390.8,,1.01,,0.03,1.0,
callimico_goeldii,Callimico goeldii,Primates,Cebidae,Callimico,558.0,153.99,1.05,66.53,0.32,2.0,214.8
callistomys_pictus,Callistomys pictus,Rodentia,Echimyidae,Callistomys,518.99,,,,,,
callithrix_argentata,Callithrix argentata,Primates,Cebidae,Callithrix,382.92,,1.84,,,2.0,201.6
callithrix_aurita,Callithrix aurita,Primates,Cebidae,Callithrix,386.2,140.0,2.0,,0.08,2.0,
callithrix_emiliae,Callithrix emiliae,Primates,Cebidae,Callithrix,309.58,,,,,,
callithrix_flaviceps,Callithrix flaviceps,Primates,Cebidae,Callithrix,372.97,140.0,2.0,,0.22,2.0,
callithrix_geoffroyi,Callithrix geoffroyi,Primates,Cebidae,Callithrix,342.0,,,,,,
callithrix_humeralifera,Callithrix humeralifera,Primates,Cebidae,Callithrix,374.99,,,99.01,0.1,2.0,180.0
callithrix_jacchus,Callithrix jacchus,Primates,Cebidae,Callithrix,290.21,144.0,2.31,60.24,0.02,2.0,201.6
callithrix_kuhlii,Callithrix kuhlii,Primates,Cebidae,Callithrix,374.99,,,,0.06,2.0,
callithrix_mauesi,Callithrix mauesi,Primates,Cebidae,Callithrix,443.79,,,,,2.0,
callithrix_nigriceps,Callithrix nigriceps,Primates,Cebidae,Callithrix,401.12,,2.0,,,2.0,
callithrix_penicillata,Callithrix penicillata,Primates,Cebidae,Callithrix,339.98,,2.0,,0.01,,
callithrix_pygmaea,Callithrix pygmaea,Primates,Cebidae,Callithrix,123.94,134.44,1.93,90.73,0.002117904,2.0,181.2
callosciurus_adamsi,Callosciurus adamsi,Rodentia,Sciuridae,Callosciurus,208.72,,1.94,,,2.0,
callosciurus_baluensis,Callosciurus baluensis,Rodentia,Sciuridae,Callosciurus,323.91,,3.0,,,2.0,
callosciurus_caniceps,Callosciurus caniceps,Rodentia,Sciuridae,Callosciurus,264.91,,2.19,,0.01,,114.0
callosciurus_erythraeus,Callosciurus erythraeus,Rodentia,Sciuridae,Callosciurus,283.23,,1.94,,0.008950755,1.0,193.2
callosciurus_melanogaster,Callosciurus melanogaster,Rodentia,Sciuridae,Callosciurus,296.0,,,,,2.0,
callosciurus_nigrovittatus,Callosciurus nigrovittatus,Rodentia,Sciuridae,Callosciurus,208.3,,2.36,,0.01,2.0,
callosciurus_notatus,Callosciurus notatus,Rodentia,Sciuridae,Callosciurus,209.49,,2.62,,0.02,2.0,115.2
callosciurus_orestes,Callosciurus orestes,Rodentia,Sciuridae,Callosciurus,323.91,,3.0,,,2.0,
callosciurus_prevostii,Callosciurus prevostii,Rodentia,Sciuridae,Callosciurus,400.0,46.08,1.29,,,2.0,68.0
calomys_boliviae,Calomys boliviae,Rodentia,Cricetidae,Calomys,27.0,,,,,,
calomys_hummelincki,Calomys hummelincki,Rodentia,Cricetidae,Calomys,27.0,,,,,,
calomys_laucha,Calomys laucha,Rodentia,Cricetidae,Calomys,14.0,25.0,5.3,,,2.0,
calomys_lepidus,Calomys lepidus,Rodentia,Cricetidae,Calomys,20.59,,4.29,,,,
calomys_musculinus,Calomys musculinus,Rodentia,Cricetidae,Calomys,20.2,20.97,6.27,,,2.0,
calomys_sorellus,Calomys sorellus,Rodentia,Cricetidae,Calomys,20.0,,,,,,
calomys_tener,Calomys tener,Rodentia,Cricetidae,Calomys,13.8,,,,,,
calomyscus_bailwardi,Calomyscus bailwardi,Rodentia,Calomyscidae,Calomyscus,21.38,,4.0,,,,
caluromys_derbianus,Caluromys derbianus,Didelphimorphia,Didelphidae,Caluromys,326.72,,3.14,,,2.0,60.0
caluromys_lanatus,Caluromys lanatus,Didelphimorphia,Didelphidae,Caluromys,350.33,,,,,2.0,60.0
caluromys_philander,Caluromys philander,Didelphimorphia,Didelphidae,Caluromys,246.47,23.99,4.18,119.65,0.009960363,2.0,76.0
caluromysiops_irrupta,Caluromysiops irrupta,Didelphimorphia,Didelphidae,Caluromysiops,257.48,,2.0,,,2.0,94.0
calyptophractus_retusus,Calyptophractus retusus,Cingulata,Dasypodidae,Calyptophractus,129.99,,,,,2.0,144.0
camelus_bactrianus,Camelus bactrianus,Artiodactyla,Camelidae,Camelus,554515.91,397.99,1.39,368.13,,1.0,480.0
canis_adustus,Canis adustus,Carnivora,Canidae,Canis,10392.49,65.0,4.5,52.89,1.01,2.0,137.0
canis_aureus,Canis aureus,Carnivora,Canidae,Canis,9658.7,61.24,3.74,61.3,2.95,2.0,192.0
canis_latrans,Canis latrans,Carnivora,Canidae,Canis,11989.1,61.74,5.72,43.71,18.88,3.0,262.0
canis_lupus,Canis lupus,Carnivora,Canidae,Canis,31756.51,63.5,4.98,44.82,159.86,3.0,354.0
canis_mesomelas,Canis mesomelas,Carnivora,Canidae,Canis,8247.3,62.5,3.89,34.1,11.93,2.0,168.0
canis_simensis,Canis simensis,Carnivora,Canidae,Canis,14361.86,63.61,,69.6,4.2,3.0,
cannomys_badius,Cannomys badius,Rodentia,Spalacidae,Cannomys,472.07,41.49,2.0,50.1,,,48.0
capra_caucasica,Capra caucasica,Artiodactyla,Bovidae,Capra,58149.52,155.0,1.09,,,,264.0
capra_falconeri,Capra falconeri,Artiodactyla,Bovidae,Capra,54303.37,167.98,1.73,167.29,,1.0,168.0
capra_ibex,Capra ibex,Artiodactyla,Bovidae,Capra,69546.83,167.5,1.11,111.75,,1.0,267.6
capra_nubiana,Capra nubiana,Artiodactyla,Bovidae,Capra,47763.72,150.0,1.0,,,,204.0
capra_pyrenaica,Capra pyrenaica,Artiodactyla,Bovidae,Capra,60898.77,150.0,1.5,,0.64,1.0,192.0
capra_sibirica,Capra sibirica,Artiodactyla,Bovidae,Capra,130000.0,175.0,,,,,267.0
capra_walie,Capra walie,Artiodactyla,Bovidae,Capra,100144.02,157.5,1.0,,,,
capreolus_capreolus,Capreolus capreolus,Artiodactyla,Cervidae,Capreolus,22502.01,196.0,1.79,79.75,0.52,,204.0
capreolus_pygargus,Capreolus pygargus,Artiodactyla,Cervidae,Capreolus,41371.03,290.0,2.0,136.1,0.99,,
capricornis_crispus,Capricornis crispus,Artiodactyla,Bovidae,Capricornis,43030.64,213.0,1.0,59.27,0.11,,222.96
capricornis_sumatraensis,Capricornis sumatraensis,Artiodactyla,Bovidae,Capricornis,110942.22,231.37,1.22,166.34,,1.0,252.0
caprolagus_hispidus,Caprolagus hispidus,Lagomorpha,Leporidae,Caprolagus,2496.99,40.0,3.46,,0.004121254,1.0,
capromys_pilorides,Capromys pilorides,Rodentia,Capromyidae,Capromys,5200.0,125.0,2.0,41.99,,2.0,136.0
caracal_caracal,Caracal caracal,Carnivora,Felidae,Caracal,11964.38,71.47,2.3,120.41,293.94,3.0,204.0
cardioderma_cor,Cardioderma cor,Chiroptera,Megadermatidae,Cardioderma,26.45,92.54,1.0,55.8,,3.0,
carollia_brevicauda,Carollia brevicauda,Chiroptera,Phyllostomidae,Carollia,14.85,,0.98,,,1.0,
carollia_castanea,Carollia castanea,Chiroptera,Phyllostomidae,Carollia,13.1,,0.99,,,1.0,
carollia_perspicillata,Carollia perspicillata,Chiroptera,Phyllostomidae,Carollia,19.23,114.6,1.0,35.63,,2.0,148.8
carollia_subrufa,Carollia subrufa,Chiroptera,Phyllostomidae,Carollia,15.84,,0.98,,,1.0,
carpitalpa_arendsi,Carpitalpa arendsi,Afrosoricida,Chrysochloridae,Carpitalpa,52.34,,,,,3.0,
carterodon_sulcidens,Carterodon sulcidens,Rodentia,Echimyidae,Carterodon,113.8,,,,,,
casinycteris_argynnis,Casinycteris argynnis,Chiroptera,Pteropodidae,Casinycteris,28.28,,0.98,,,1.0,
castor_canadensis,Castor canadensis,Rodentia,Castoridae,Castor,18124.41,111.59,3.6,46.5,0.06,1.0,180.0
castor_fiber,Castor fiber,Rodentia,Castoridae,Castor,19000.0,106.42,2.95,60.18,,1.0,300.0
catagonus_wagneri,Catagonus wagneri,Artiodactyla,Tayassuidae,Catagonus,35566.4,152.08,2.47,60.37,7.0,2.0,108.0
catopuma_badia,Catopuma badia,Carnivora,Felidae,Catopuma,3429.52,,,,,,
catopuma_temminckii,Catopuma temminckii,Carnivora,Felidae,Catopuma,7726.46,99.07,1.5,,,3.0,216.0
cavia_aperea,Cavia aperea,Rodentia,Caviidae,Cavia,524.38,61.7,2.14,20.86,0.000921587,1.0,
cavia_fulgida,Cavia fulgida,Rodentia,Caviidae,Cavia,282.5,,1.34,20.88,,,
cavia_magna,Cavia magna,Rodentia,Caviidae,Cavia,459.99,,,20.88,,,
cavia_tschudii,Cavia tschudii,Rodentia,Caviidae,Cavia,1000.0,62.99,1.9,20.88,,,
cebus_albifrons,Cebus albifrons,Primates,Cebidae,Cebus,2509.68,158.29,1.01,270.32,0.53,2.0,528.0
cebus_apella,Cebus apella,Primates,Cebidae,Cebus,2758.38,154.99,1.05,263.12,0.88,2.0,541.2
cebus_capucinus,Cebus capucinus,Primates,Cebidae,Cebus,3005.99,161.06,1.01,514.07,0.35,2.0,657.6
cebus_kaapori,Cebus kaapori,Primates,Cebidae,Cebus,3000.0,,,,,,
cebus_olivaceus,Cebus olivaceus,Primates,Cebidae,Cebus,2787.64,,1.01,725.86,1.7,2.0,492.0
centronycteris_maximiliani,Centronycteris maximiliani,Chiroptera,Emballonuridae,Centronycteris,23.0,,0.98,,,3.0,
centurio_senex,Centurio senex,Chiroptera,Phyllostomidae,Centurio,23.09,,0.99,,,1.0,
cephalophus_adersi,Cephalophus adersi,Artiodactyla,Bovidae,Cephalophus,9249.95,120.0,1.0,,,1.0,48.96
cephalophus_callipygus,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophus,19079.23,,,,0.32,1.0,
cephalophus_dorsalis,Cephalophus dorsalis,Artiodactyla,Bovidae,Cephalophus,20000.0,238.0,1.0,,0.27,2.0,204.96
cephalophus_jentinki,Cephalophus jentinki,Artiodactyla,Bovidae,Cephalophus,68489.54,,1.0,,,1.0,210.0
cephalophus_leucogaster,Cephalophus leucogaster,Artiodactyla,Bovidae,Cephalophus,13208.69,,1.0,,,2.0,63.96
cephalophus_natalensis,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophus,12724.51,212.97,1.0,,0.06,1.0,180.0
cephalophus_niger,Cephalophus niger,Artiodactyla,Bovidae,Cephalophus,19094.32,126.0,1.0,89.49,,2.0,122.04
cephalophus_nigrifrons,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophus,14676.33,,,,,1.0,236.4
cephalophus_ogilbyi,Cephalophus ogilbyi,Artiodactyla,Bovidae,Cephalophus,18386.42,121.66,1.0,,0.07,,
cephalophus_rufilatus,Cephalophus rufilatus,Artiodactyla,Bovidae,Cephalophus,12114.57,233.99,1.0,85.59,,2.0,114.0
cephalophus_silvicultor,Cephalophus silvicultor,Artiodactyla,Bovidae,Cephalophus,62006.6,234.43,1.0,34.9,,2.0,207.96
cephalophus_spadix,Cephalophus spadix,Artiodactyla,Bovidae,Cephalophus,56857.02,,,,,1.0,65.04
cephalophus_zebra,Cephalophus zebra,Artiodactyla,Bovidae,Cephalophus,15654.75,223.89,1.0,13.64,,2.0,146.04
ceratotherium_simum,Ceratotherium simum,Perissodactyla,Rhinocerotidae,Ceratotherium,2285939.43,534.19,1.0,365.0,19.09,1.0,600.0
cercartetus_caudatus,Cercartetus caudatus,Diprotodontia,Burramyidae,Cercartetus,23.05,,2.37,76.04,,2.0,38.4
cercartetus_concinnus,Cercartetus concinnus,Diprotodontia,Burramyidae,Cercartetus,15.96,52.14,4.6,49.99,,,
cercartetus_lepidus,Cercartetus lepidus,Diprotodontia,Burramyidae,Cercartetus,8.03,,3.33,89.99,,2.0,
cercartetus_nanus,Cercartetus nanus,Diprotodontia,Burramyidae,Cercartetus,26.85,,3.96,62.5,0.005564565,2.0,96.0
cercocebus_agilis,Cercocebus agilis,Primates,Cercopithecidae,Cercocebus,7105.62,,,,,,
cercocebus_atys,Cercocebus atys,Primates,Cercopithecidae,Cercocebus,6941.24,165.08,1.01,,,,321.6
cercocebus_galeritus,Cercocebus galeritus,Primates,Cercopithecidae,Cercocebus,7077.66,174.43,1.01,,0.51,1.0,252.0
cercocebus_torquatus,Cercocebus torquatus,Primates,Cercopithecidae,Cercocebus,7293.07,168.98,1.01,,,1.0,360.0
cercopithecus_ascanius,Cercopithecus ascanius,Primates,Cercopithecidae,Cercopithecus,3540.24,148.5,1.01,146.54,0.16,2.0,339.6
cercopithecus_campbelli,Cercopithecus campbelli,Primates,Cercopithecidae,Cercopithecus,3627.73,180.8,1.02,362.93,0.01,1.0,396.0
cercopithecus_cephus,Cercopithecus cephus,Primates,Cercopithecidae,Cercopithecus,3444.88,169.51,1.01,362.93,0.24,2.0,276.0
cercopithecus_diana,Cercopithecus diana,Primates,Cercopithecidae,Cercopithecus,4358.91,,1.01,362.93,1.25,2.0,447.6
cercopithecus_dryas,Cercopithecus dryas,Primates,Cercopithecidae,Cercopithecus,2784.06,,1.02,,,,
cercopithecus_erythrogaster,Cercopithecus erythrogaster,Primates,Cercopithecidae,Cercopithecus,3444.88,,1.02,,,2.0,
cercopithecus_erythrotis,Cercopithecus erythrotis,Primates,Cercopithecidae,Cercopithecus,3254.98,,1.02,,,2.0,
cercopithecus_lhoesti,Cercopithecus lhoesti,Primates,Cercopithecidae,Cercopithecus,5307.47,,1.0,,,2.0,192.0
cercopithecus_mitis,Cercopithecus mitis,Primates,Cercopithecidae,Cercopithecus,5041.29,138.39,1.0,688.08,0.1,2.0,325.2
cercopithecus_mona,Cercopithecus mona,Primates,Cercopithecidae,Cercopithecus,3980.17,,1.0,,,,360.0
cercopithecus_neglectus,Cercopithecus neglectus,Primates,Cercopithecidae,Cercopithecus,5324.52,172.07,1.02,417.62,0.06,2.0,315.6
cercopithecus_nictitans,Cercopithecus nictitans,Primates,Cercopithecidae,Cercopithecus,5256.91,169.51,1.0,,1.15,2.0,276.0
cercopithecus_petaurista,Cercopithecus petaurista,Primates,Cercopithecidae,Cercopithecus,3233.67,,1.02,,,,228.0
cercopithecus_pogonias,Cercopithecus pogonias,Primates,Cercopithecidae,Cercopithecus,3578.27,169.51,1.01,,1.15,2.0,289.2
cercopithecus_preussi,Cercopithecus preussi,Primates,Cercopithecidae,Cercopithecus,5132.57,,1.02,,,2.0,
cercopithecus_sclateri,Cercopithecus sclateri,Primates,Cercopithecidae,Cercopithecus,3067.29,,1.02,,,,
cercopithecus_solatus,Cercopithecus solatus,Primates,Cercopithecidae,Cercopithecus,5256.91,,1.01,,,,
cercopithecus_wolfi,Cercopithecus wolfi,Primates,Cercopithecidae,Cercopithecus,3255.18,,1.02,,,,
cerdocyon_thous,Cerdocyon thous,Carnivora,Canidae,Cerdocyon,5741.66,57.18,3.09,72.33,1.41,2.0,138.0
cervus_elaphus,Cervus elaphus,Artiodactyla,Cervidae,Cervus,240867.13,235.61,1.09,104.64,58.42,1.0,321.6
cervus_nippon,Cervus nippon,Artiodactyla,Cervidae,Cervus,52999.99,223.66,1.0,197.7,1.43,1.0,305.04
chaerephon_bivittatus,Chaerephon bivittatus,Chiroptera,Molossidae,Chaerephon,15.42,,,,,,
chaerephon_jobensis,Chaerephon jobensis,Chiroptera,Molossidae,Chaerephon,20.71,,,,,3.0,
chaerephon_major,Chaerephon major,Chiroptera,Molossidae,Chaerephon,15.17,,1.0,,,,
chaerephon_nigeriae,Chaerephon nigeriae,Chiroptera,Molossidae,Chaerephon,20.14,,,,,,
chaerephon_plicatus,Chaerephon plicatus,Chiroptera,Molossidae,Chaerephon,21.83,88.64,0.99,,,3.0,
chaerephon_pumilus,Chaerephon pumilus,Chiroptera,Molossidae,Chaerephon,10.98,62.57,1.0,24.5,,3.0,60.0
chaerephon_russatus,Chaerephon russatus,Chiroptera,Molossidae,Chaerephon,16.98,,0.99,,,,
chaerephon_tomensis,Chaerephon tomensis,Chiroptera,Molossidae,Chaerephon,7.48,,,,,,
chaetocauda_sichuanensis,Chaetocauda sichuanensis,Rodentia,Gliridae,Chaetocauda,31.51,,,,,,
chaetodipus_arenarius,Chaetodipus arenarius,Rodentia,Heteromyidae,Chaetodipus,23.0,,2.91,,,,
chaetodipus_baileyi,Chaetodipus baileyi,Rodentia,Heteromyidae,Chaetodipus,28.44,,3.68,,,2.0,
chaetodipus_californicus,Chaetodipus californicus,Rodentia,Heteromyidae,Chaetodipus,23.01,25.16,4.0,23.0,,,
chaetodipus_fallax,Chaetodipus fallax,Rodentia,Heteromyidae,Chaetodipus,19.19,25.0,3.45,,0.002300009,1.0,99.6
chaetodipus_formosus,Chaetodipus formosus,Rodentia,Heteromyidae,Chaetodipus,20.02,28.0,5.28,21.0,,,60.0
chaetodipus_hispidus,Chaetodipus hispidus,Rodentia,Heteromyidae,Chaetodipus,37.24,,5.34,30.18,,1.0,
chaetodipus_intermedius,Chaetodipus intermedius,Rodentia,Heteromyidae,Chaetodipus,14.94,,5.53,,,,
chaetodipus_lineatus,Chaetodipus lineatus,Rodentia,Heteromyidae,Chaetodipus,23.0,,,,,1.0,
chaetodipus_nelsoni,Chaetodipus nelsoni,Rodentia,Heteromyidae,Chaetodipus,15.53,30.63,3.46,,0.002835545,2.0,
chaetodipus_penicillatus,Chaetodipus penicillatus,Rodentia,Heteromyidae,Chaetodipus,15.57,26.0,3.4,,0.005027576,,
chaetodipus_pernix,Chaetodipus pernix,Rodentia,Heteromyidae,Chaetodipus,17.0,,,,,1.0,
chaetodipus_spinatus,Chaetodipus spinatus,Rodentia,Heteromyidae,Chaetodipus,16.34,,3.5,,,,
chaetomys_subspinosus,Chaetomys subspinosus,Rodentia,Erethizontidae,Chaetomys,1299.99,,,,,1.0,
chaetophractus_nationi,Chaetophractus nationi,Cingulata,Dasypodidae,Chaetophractus,2110.04,,,,,3.0,
chaetophractus_vellerosus,Chaetophractus vellerosus,Cingulata,Dasypodidae,Chaetophractus,930.16,,,,0.02,2.0,
chaetophractus_villosus,Chaetophractus villosus,Cingulata,Dasypodidae,Chaetophractus,4372.8,68.93,1.62,76.56,,,240.0
chalinolobus_dwyeri,Chalinolobus dwyeri,Chiroptera,Vespertilionidae,Chalinolobus,8.74,,1.34,36.41,,,
chalinolobus_gouldii,Chalinolobus gouldii,Chiroptera,Vespertilionidae,Chalinolobus,14.24,92.54,1.41,,,3.0,
chalinolobus_morio,Chalinolobus morio,Chiroptera,Vespertilionidae,Chalinolobus,8.91,,1.38,,,3.0,
chalinolobus_nigrogriseus,Chalinolobus nigrogriseus,Chiroptera,Vespertilionidae,Chalinolobus,8.79,,,,,,
cheirogaleus_major,Cheirogaleus major,Primates,Cheirogaleidae,Cheirogaleus,446.02,70.0,2.26,47.14,0.02,2.0,180.0
cheirogaleus_medius,Cheirogaleus medius,Primates,Cheirogaleidae,Cheirogaleus,196.76,61.79,2.04,60.65,0.02,2.0,231.6
cheiromeles_torquatus,Cheiromeles torquatus,Chiroptera,Molossidae,Cheiromeles,169.43,,,,,3.0,
chelemys_macronyx,Chelemys macronyx,Rodentia,Cricetidae,Chelemys,70.99,,4.37,,,2.0,
chelemys_megalonyx,Chelemys megalonyx,Rodentia,Cricetidae,Chelemys,50.8,,,,,,
chibchanomys_trichotis,Chibchanomys trichotis,Rodentia,Cricetidae,Chibchanomys,49.99,,0.97,,,,
chilomys_instans,Chilomys instans,Rodentia,Cricetidae,Chilomys,19.0,,,,,,
chilonatalus_tumidifrons,Chilonatalus tumidifrons,Chiroptera,Natalidae,Chilonatalus,3.62,,,,,3.0,
chimarrogale_hantu,Chimarrogale hantu,Soricomorpha,Soricidae,Chimarrogale,54.99,,,,,3.0,
chimarrogale_himalayica,Chimarrogale himalayica,Soricomorpha,Soricidae,Chimarrogale,33.5,,,,,3.0,
chimarrogale_platycephalus,Chimarrogale platycephalus,Soricomorpha,Soricidae,Chimarrogale,36.32,,,,,3.0,
chinchilla_chinchilla,Chinchilla chinchilla,Rodentia,Chinchillidae,Chinchilla,499.99,111.0,2.5,48.99,,1.0,120.0
chinchilla_lanigera,Chinchilla lanigera,Rodentia,Chinchillidae,Chinchilla,480.28,112.47,1.87,,,1.0,135.6
chinchillula_sahamae,Chinchillula sahamae,Rodentia,Cricetidae,Chinchillula,169.74,,,,,2.0,
chionomys_nivalis,Chionomys nivalis,Rodentia,Cricetidae,Chionomys,42.01,20.92,3.42,21.0,,,
chiroderma_doriae,Chiroderma doriae,Chiroptera,Phyllostomidae,Chiroderma,19.9,106.45,1.0,,,1.0,
chiroderma_improvisum,Chiroderma improvisum,Chiroptera,Phyllostomidae,Chiroderma,35.39,,,,,1.0,
chiroderma_salvini,Chiroderma salvini,Chiroptera,Phyllostomidae,Chiroderma,26.3,,0.99,,,1.0,
chiroderma_trinitatum,Chiroderma trinitatum,Chiroptera,Phyllostomidae,Chiroderma,13.91,,0.98,,,1.0,
chiroderma_villosum,Chiroderma villosum,Chiroptera,Phyllostomidae,Chiroderma,23.81,121.66,0.99,,,1.0,
chironax_melanocephalus,Chironax melanocephalus,Chiroptera,Pteropodidae,Chironax,17.7,,0.98,,,1.0,
chironectes_minimus,Chironectes minimus,Didelphimorphia,Didelphidae,Chironectes,974.33,,3.24,108.36,,2.0,36.0
